mode	flight_number	callsign	aircraft_model_code	aircraft_model_description	aircraft_registration	airline_name	airline_iata	airline_icao	flight_origin_code_iata	flight_origin_code_icao	flight_origin_name	flight_origin_time_offset	flight_destination_code_iata	flight_destination_code_icao	flight_destination_name	flight_destination_time_offset	flight_departure_scheduled	flight_departure_real	flight_arrival_scheduled	flight_arrival_real	flight_duaration
arrivals	VA572	VOZ572	B738	Boeing 737-8FE	VH-YFI	Virgin Australia	VA	VOZ	PER	YPPH	Perth Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558367700	1558369402.0	1558383300	1558382882.0	13500.0
arrivals	CX111	CPA111	A333	Airbus A330-342	B-LAD	Cathay Pacific	CX	CPA	HKG	VHHH	Hong Kong International Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558349400	1558354697.0	1558383300	1558386999.0	32280.0
arrivals	VA36	VOZ036	B738	Boeing 737-8FE	VH-YIM	Virgin Australia	VA	VOZ	DPS	WADD	Denpasar Ngurah Rai International Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558361400	1558362534.0	1558383000	1558382693.0	20160.0
arrivals	JL771	JAL771	B788	Boeing 787-8 Dreamliner	JA845J	Japan Airlines	JL	JAL	NRT	RJAA	Tokyo Narita International Airport	32400	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558347600	1558350336.0	1558383000	1558383240.0	32880.0
arrivals	QF20	QFA20	A332	Airbus A330-202	VH-EBP	Qantas	QF	QFA	MNL	RPLL	Manila Ninoy Aquino International Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558353600	1558354882.0	1558383000	1558382504.0	27600.0
arrivals	QF74	QFA74	B744	Boeing 747-438(ER)	VH-OEH	Qantas	QF	QFA	SFO	KSFO	San Francisco International Airport	-25200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558329900	1558332503.0	1558382700	1558382603.0	50100.0
arrivals	QF568	QFA568	A332	Airbus A330-202	VH-EBJ	Qantas	QF	QFA	PER	YPPH	Perth Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558367700	1558371622.0	1558382700	1558384668.0	13020.0
arrivals	QF42	QFA042	A332	Airbus A330-202	VH-EBM	Qantas	QF	QFA	CGK	WIII	Jakarta Soekarno Hatta International Airport	25200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558357800	1558358695.0	1558382700	1558382432.0	23760.0
arrivals	EK412	UAE3HJ	A388	Airbus A380-861	A6-EUH	Emirates	EK	UAE	DXB	OMDB	Dubai International Airport	14400	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558332900	1558336616.0	1558382700	1558382808.0	46200.0
arrivals	SQ221	SIA221	A388	Airbus A380-841	9V-SKR	Singapore Airlines	SQ	SIA	SIN	WSSS	Singapore Changi Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558354800	1558356144.0	1558382100	1558380897.0	24780.0
arrivals	QF2	QFA2	A388	Airbus A380-842	VH-OQD	Qantas	QF	QFA	SIN	WSSS	Singapore Changi Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558351800	1558354425.0	1558379400	1558379367.0	24960.0
arrivals	BA15	BAW15	B77W	Boeing 777-36N(ER)	G-STBB	British Airways	BA	BAW	SIN	WSSS	Singapore Changi Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558351500	1558353152.0	1558379400	1558378840.0	25680.0
arrivals	QF7454		14Z			Qantas	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558366800		1558371900		
arrivals	QF7422		141			Qantas	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558366200		1558371300		
arrivals	QF7424		143			Qantas	QF	QFA	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558365300		1558371000		
arrivals	QF7404		14Z			Qantas	QF	QFA	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558365000		1558370700		
arrivals	VA9581A		B462	BAe 146-200QT	VH-SFW	Pionair Australia	VA	VOZ	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558364400	1558366980.0	1558369800		
arrivals	VA9581	VOZ9581	B462	BAe 146-200QT	VH-SFW	Pionair Australia	VA	VOZ	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558364400	1558366980.0	1558369800	1558370755.0	3780.0
arrivals	QF7450		14Z			Qantas	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558355700		1558360500		
arrivals	QF7433		143			Qantas	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558354800		1558359900		
arrivals	QF7434		14Z			Qantas	QF	QFA	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558351800		1558357500		
arrivals	QF7453		143			Qantas	QF	QFA	ADL	YPAD	Adelaide Airport	34200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558349100		1558356000		
arrivals	VA899	VOZ899	B738	Boeing 737-8FE	VH-YFQ	Virgin Australia	VA	VOZ	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558350900	1558351076.0	1558356000	1558354782.0	3720.0
arrivals	VA564	VOZ564	B738	Boeing 737-8FE	VH-VUL	Virgin Australia	VA	VOZ	PER	YPPH	Perth Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558340400	1558340898.0	1558356000	1558354263.0	13380.0
arrivals	QF7484		14Z			Qantas	QF	QFA	ADL	YPAD	Adelaide Airport	34200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558348200		1558355400		
arrivals	QF566	QFA566	A332	Airbus A330-203	VH-EBL	Qantas	QF	QFA	PER	YPPH	Perth Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558340700	1558341637.0	1558355400	1558354636.0	13020.0
arrivals	QF7441		141			Qantas	QF	QFA	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558349400		1558355100		
arrivals	TT282	TGG282	A320	Airbus A320-232	VH-XUG	Tigerair Australia	TT	TGG	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558350000	1558352392.0	1558355100	1558355713.0	3300.0
arrivals	QF494	QFA494	B738	Boeing 737-838	VH-VXR	Qantas	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558350000	1558350906.0	1558355100	1558354435.0	3540.0
arrivals	JQ819	JST819	A320	Airbus A320-232	VH-VQQ	Jetstar Airways	JQ	JST	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558348800	1558349481.0	1558354500	1558353798.0	4320.0
arrivals	QF7411		SFF			Qantas	QF	QFA	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558346400		1558354500		
arrivals	VA9582A		B462	BAe 146-200QT	VH-SFW	Pionair Australia	VA	VOZ	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558348200	1558348620.0	1558354200		
arrivals	VA9582	VOZ9582	B462	BAe 146-200QT	VH-SFW	Pionair Australia	VA	VOZ	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558348200	1558348632.0	1558354200	1558353383.0	4740.0
arrivals	QF557	QFA557	B738	Boeing 737-838	VH-VXE	Qantas	QF	QFA	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558348500	1558349064.0	1558354200	1558353653.0	4560.0
arrivals	FJ915	FJI915	B738	Boeing 737-86J	DQ-FJM	Fiji Airways	FJ	FJI	NAN	NFFN	Nadi International Airport	43200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558335600	1558336018.0	1558354200	1558352292.0	16260.0
arrivals	JQ789	JST789	A320	Airbus A320-232	VH-VFN	Jetstar Airways	JQ	JST	MCY	YBSU	Sunshine Coast Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558347900	1558348115.0	1558353900	1558352957.0	4860.0
arrivals	EK414	UAE3WG	A388	Airbus A380-861	A6-EDD	Emirates	EK	UAE	DXB	OMDB	Dubai International Airport	14400	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558304100	1558305331.0	1558353900	1558352762.0	47460.0
arrivals	JQ610	JST610	A320	Airbus A320-232	VH-VQJ	Jetstar Airways	JQ	JST	AVV	YMAV	Melbourne Avalon Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558348200	1558349241.0	1558353300	1558353239.0	4020.0
arrivals	JQ724	JST724	A320	Airbus A320-232	VH-VFH	Jetstar Airways	JQ	JST	HBA	YMHB	Hobart International Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558346400	1558347452.0	1558353000	1558353135.0	5700.0
arrivals	JQ959	JST959	A320	Airbus A320-232	VH-VQZ	Jetstar Airways	JQ	JST	CNS	YBCS	Cairns Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558341900	1558342146.0	1558352400	1558351833.0	9660.0
arrivals	VA992	VOZ992	B738	Boeing 737-8FE	VH-BZG	Virgin Australia	VA	VOZ	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558346700	1558346818.0	1558352400	1558351380.0	4560.0
arrivals	QF7354	QFA7354	B733	Boeing 737-376(SF)	VH-XMB	Qantas Freight	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558347300	1558348477.0	1558352100	1558352489.0	4020.0
arrivals	QF7335		733			Qantas	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558347000		1558351800		
arrivals	PR213	PAL213	DH8D	Bombardier Dash 8 Q400	RP-C5909	Philippine Airlines	PR	PAL	MNL	RPLL	Manila Ninoy Aquino International Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558322100	1558323993.0	1558351800	1558351982.0	27960.0
arrivals	JQ769	JST769	A320	Airbus A320-232	VH-VFJ	Jetstar Airways	JQ	JST	ADL	YPAD	Adelaide Airport	34200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558345200	1558346750.0	1558351800	1558352604.0	5880.0
arrivals	QF490	QFA490	B738	Boeing 737-838	VH-VXA	Qantas	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558346400	1558347484.0	1558351500	1558351064.0	3600.0
arrivals	VA891	VOZ891	B738	Boeing 737-8FE	VH-VOO	Virgin Australia	VA	VOZ	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558346400	1558347570.0	1558351500	1558351221.0	3660.0
arrivals	HJ1	TMN1	B763	Boeing 767-3JHF(ER)	VH-EXZ	DHL	D0	DHK	AKL	NZAA	Auckland Airport	43200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558338300	1558339193.0	1558350900	1558349905.0	10740.0
arrivals	NZ711	ANZ711	A320	Airbus A320-232	ZK-OJI	Air New Zealand	NZ	ANZ	AKL	NZAA	Auckland Airport	43200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558337400	1558338098.0	1558350600	1558349054.0	10980.0
arrivals	JQ530	JST530	A321	Airbus A321-231	VH-VWT	Jetstar Airways	JQ	JST	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558345200	1558347338.0	1558350300	1558350760.0	3420.0
arrivals	JQ419	JST419	A320	Airbus A320-232	VH-VGT	Jetstar Airways	JQ	JST	OOL	YBCG	Gold Coast Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558344600	1558345195.0	1558350000	1558349340.0	4140.0
arrivals	VA1426	VOZ1426	B738	Boeing 737-8FE	VH-YFJ	Virgin Australia	VA	VOZ	CNS	YBCS	Cairns Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558339200	1558339503.0	1558349700	1558348647.0	9120.0
arrivals	QF464	QFA464	A332	Airbus A330-202	VH-EBN	Qantas	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558344600	1558347032.0	1558349700	1558350509.0	3480.0
arrivals	VA437	VOZ437	B738	Boeing 737-8FE	VH-YFR	Virgin Australia	VA	VOZ	ADL	YPAD	Adelaide Airport	34200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558342500	1558346014.0	1558349100	1558351684.0	5700.0
arrivals	QF2193	QLK193	DH8B	Bombardier Dash 8 Q200	VH-TQG	QantasLink	QF	QLK	MRZ	YMOR	Moree Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558343400	1558344252.0	1558349100	1558348858.0	4620.0
arrivals	VA986	VOZ986	B738	Boeing 737-8FE	VH-VUK	Virgin Australia	VA	VOZ	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558343100	1558344227.0	1558348800	1558348460.0	4260.0
arrivals	QF563	QFA563	B738	Boeing 737-838	VH-VXD	Qantas	QF	QFA	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558343100	1558343814.0	1558348800	1558347933.0	4140.0
arrivals	VA544	VOZ544	B738	Boeing 737-8FE	VH-YFX	Virgin Australia	VA	VOZ	OOL	YBCG	Gold Coast Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558343100	1558343129.0	1558348500	1558347002.0	3900.0
arrivals	QF582	QFA582	A332	Airbus A330-202	VH-EBB	Qantas	QF	QFA	PER	YPPH	Perth Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558333800	1558336762.0	1558348500	1558349509.0	12720.0
arrivals	TT625	TGG625	A320	Airbus A320-232	VH-VNG	Tigerair Australia	TT	TGG	OOL	YBCG	Gold Coast Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558342800	1558343693.0	1558348200	1558347771.0	4080.0
arrivals	QF766	QFA766	B738	Boeing 737-838	VH-VYE	Qantas	QF	QFA	ADL	YPAD	Adelaide Airport	34200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558341300	1558341957.0	1558347900	1558347216.0	5280.0
arrivals	VA883	VOZ883	B737	Boeing 737-7FE	VH-VBZ	Virgin Australia	VA	VOZ	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558342800	1558343422.0	1558347900	1558347095.0	3660.0
arrivals	QF462	QFA462	B738	Boeing 737-838	VH-VXO	Qantas	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558342800	1558343257.0	1558347900	1558346914.0	3660.0
arrivals	CX139	CPA139	B77W	Boeing 777-367(ER)	B-KQY	Cathay Pacific	CX	CPA	HKG	VHHH	Hong Kong International Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558314600	1558316832.0	1558347600	1558347405.0	30600.0
arrivals	SQ288	SIA288	B77W	Boeing 777-312(ER)	9V-SWV	Singapore Airlines	SQ	SIA	SIN	WSSS	Singapore Changi Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558319400	1558320762.0	1558347000	1558346584.0	25800.0
arrivals	QF1494	QLK494D	DH8D	Bombardier Dash 8 Q400	VH-QOY	QantasLink	QF	QLK	CBR	YSCB	Canberra International Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558343700	1558343679.0	1558347000	1558346234.0	2580.0
arrivals	JQ526	JST526	A321	Airbus A321-231	VH-VWW	Jetstar Airways	JQ	JST	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558341900	1558342777.0	1558347000	1558346758.0	3960.0
arrivals	QF551	QFA551	B738	Boeing 737-838	VH-VYC	Qantas	QF	QFA	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558341300	1558341996.0	1558347000	1558346256.0	4260.0
arrivals	VA669	VOZ669	AT76	ATR 72-600	VH-FVZ	Virgin Australia	VA	VOZ	CBR	YSCB	Canberra International Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558343100	1558342491.0	1558346700	1558345124.0	2640.0
arrivals	VA879	VOZ879	B738	Boeing 737-8FE	VH-YIA	Virgin Australia	VA	VOZ	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558341000	1558341330.0	1558346100	1558345017.0	3660.0
arrivals	TT262	TGG262	B738	Boeing 737-8FE	VH-VUD	Tigerair Australia	TT	TGG	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558341000	1558341807.0	1558346100	1558345896.0	4080.0
arrivals	QF460	QFA460	B738	Boeing 737-838	VH-XZC	Qantas	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558341000	1558342122.0	1558346100	1558346060.0	3960.0
arrivals	JQ817	JST817	A320	Airbus A320-232	VH-VQM	Jetstar Airways	JQ	JST	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558340400	1558340846.0	1558346100	1558345293.0	4440.0
arrivals	ZL782	RXA782	SF34	Saab 340B	VH-ZLX	REX Regional Express	ZL	RXA	ABX	YMAY	Albury Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558341000	1558341138.0	1558345800	1558345473.0	4320.0
arrivals	TT642	TGG642	A320	Airbus A320-232	VH-VNR	Tigerair Australia	TT	TGG	ADL	YPAD	Adelaide Airport	34200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558339200	1558340013.0	1558345800	1558345720.0	5700.0
arrivals	QF927	QFA927	B738	Boeing 737-838	VH-VZR	Qantas	QF	QFA	CNS	YBCS	Cairns Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558335300	1558336896.0	1558345800	1558345949.0	9060.0
arrivals	HA451	HAL451	A332	Airbus A330-243	N399HA	Hawaiian Airlines	HA	HAL	HNL	PHNL	Honolulu International Airport	-36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558306200	1558307484.0	1558345500		
arrivals	TR12	TGW012	B789	Boeing 787-9 Dreamliner	9V-OJG	Scoot	TR	TGW	SIN	WSSS	Singapore Changi Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558317600	1558318954.0	1558345500		
arrivals	QF148	QFA148	B738	Boeing 737-838	VH-XZE	Qantas	QF	QFA	AKL	NZAA	Auckland Airport	43200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558332300	1558334510.0	1558345500	1558345380.0	10860.0
arrivals	JQ522	JST522	A321	Airbus A321-231	VH-VWN	Jetstar Airways	JQ	JST	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558340100	1558344178.0	1558345200	1558347608.0	3420.0
arrivals	CZ301	CSN301	A333	Airbus A330-323	B-5940	China Southern Airlines	CZ	CSN	CAN	ZGGG	Guangzhou Baiyun International Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558311600	1558312816.0	1558345200		
arrivals	ZL869	RXA869	SF34	Saab 340B	VH-RXE	REX Regional Express	ZL	RXA	DBO	YSDU	Dubbo City Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558341000	1558341239.0	1558345200		
arrivals	ZL678	RXA678	SF34	Saab 340B	VH-RXN	REX Regional Express	ZL	RXA	WGA	YSWG	Wagga Wagga Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558341000	1558340969.0	1558345200		
arrivals	VA978	VOZ978	B738	Boeing 737-8FE	VH-YWA	Virgin Australia	VA	VOZ	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558339500	1558340726.0	1558345200		
arrivals	QF549	QFA549	B738	Boeing 737-838	VH-VZS	Qantas	QF	QFA	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558339500	1558339896.0	1558345200		
arrivals	QF474	QFA474	B738	Boeing 737-838	VH-VZL	Qantas	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558340100	1558340756.0	1558345200		
arrivals	MH141	MAS141	A333	Airbus A330-323	9M-MTM	Malaysia Airlines	MH	MAS	KUL	WMKK	Kuala Lumpur International Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558314600	1558316255.0	1558344900	1558343588.0	27360.0
arrivals	QF1522	QJE1522	B712	Boeing 717-231	VH-NXQ	QantasLink	QF	QLK	CBR	YSCB	Canberra International Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558341300	1558341507.0	1558344600	1558343255.0	1740.0
arrivals	D7220	XAX220	A333	Airbus A330-343	9M-XXV	AirAsia X	D7	XAX	KUL	WMKK	Kuala Lumpur International Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558315200	1558316153.0	1558344600	1558343401.0	27240.0
arrivals	QF458	QFA458	B738	Boeing 737-838	VH-VYF	Qantas	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558339200	1558340056.0	1558344300		
arrivals	VA875	VOZ875	B738	Boeing 737-8FE	VH-VUA	Virgin Australia	VA	VOZ	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558339200	1558339461.0	1558344300	1558343100.0	3660.0
arrivals	EK413	UAE5CL	A388	Airbus A380-861	A6-EUL	Emirates	EK	UAE	CHC	NZCH	Christchurch International Airport	43200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558332300	1558332199.0	1558344300	1558342461.0	10260.0
arrivals	SQ211	SIA211	B77W	Boeing 777-312(ER)	9V-SWD	Singapore Airlines	SQ	SIA	SIN	WSSS	Singapore Changi Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558316100	1558317382.0	1558343700	1558342646.0	25260.0
arrivals	JQ608	JST608	A320	Airbus A320-232	VH-VFD	Jetstar Airways	JQ	JST	AVV	YMAV	Melbourne Avalon Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558338600	1558341178.0	1558343700	1558345568.0	4380.0
arrivals	FP425		J32			FlyPelican	FP	FRE	DGE	YMDG	Mudgee Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558340700		1558343700		
arrivals	VA974	VOZ974	B738	Boeing 737-8FE	VH-YVD	Virgin Australia	VA	VOZ	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558337700	1558338224.0	1558343400	1558342488.0	4260.0
arrivals	QF1433		DH4			Qantas	QF	QFA	WTB	YBWW	Toowoomba Brisbane West Wellcamp Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558337100		1558343100		
arrivals	VA1354	VOZ1354	B738	Boeing 737-81D	VH-YFC	Virgin Australia	VA	VOZ	DRW	YPDN	Darwin International Airport	34200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558327500	1558330801.0	1558342800		
arrivals	QF843	QFA843	B738	Boeing 737-838	VH-VXB	Qantas	QF	QFA	DRW	YPDN	Darwin International Airport	34200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558327200	1558328129.0	1558342500	1558342312.0	14160.0
arrivals	JQ821	JST821	A320	Airbus A320-232	VH-VGV	Jetstar Airways	JQ	JST	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558336800	1558337887.0	1558342500	1558342153.0	4260.0
arrivals	VA1192	VOZ1192	AT76	ATR 72-600	VH-VPI	Virgin Australia	VA	VOZ	PQQ	YPMQ	Port Macquarie Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558338000	1558338310.0	1558342500	1558341637.0	3300.0
arrivals	VA871	VOZ871	B738	Boeing 737-8FE	VH-VUX	Virgin Australia	VA	VOZ	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558337400	1558338081.0	1558342500	1558341694.0	3600.0
arrivals	QF454	QFA454	B738	Boeing 737-838	VH-VXL	Qantas	QF	QFA	MEL	YMML	Melbourne Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558337400	1558337790.0	1558342500	1558341266.0	3480.0
arrivals	QF1484		DH3			Qantas	QF	QFA	CBR	YSCB	Canberra International Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558338900		1558342200		
arrivals	QF580	QFA580	A332	Airbus A330-203	VH-EBG	Qantas	QF	QFA	PER	YPPH	Perth Airport	28800	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558327500	1558330134.0	1558342200	1558342805.0	12660.0
arrivals	JQ120	JST120	A320	Airbus A320-232	VH-VGU	Jetstar Airways	JQ	JST	NAN	NFFN	Nadi International Airport	43200	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558323900		1558341900		
arrivals	ZL983	RXA983	SF34	Saab 340B	VH-EKH	REX Regional Express	ZL	RXA	ARM	YARM	Armidale Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558337700	1558337915.0	1558341900	1558341344.0	3420.0
arrivals	ZL527	RXA527	SF34	Saab 340B	VH-ZLO	REX Regional Express	ZL	RXA	PKE	YPKS	Parkes Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558338000	1558338223.0	1558341600	1558341128.0	2880.0
arrivals	VA970	VOZ970	B738	Boeing 737-8FE	VH-YFG	Virgin Australia	VA	VOZ	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558335900	1558336404.0	1558341600	1558340823.0	4440.0
arrivals	QF2031	QLK31	DH8C	Bombardier Dash 8 Q300	VH-SBB	QantasLink	QF	QLK	ARM	YARM	Armidale Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558336800	1558336914.0	1558341600	1558340677.0	3780.0
arrivals	QF545	QFA545	B738	Boeing 737-838	VH-VZJ	Qantas	QF	QFA	BNE	YBBN	Brisbane Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558335900	1558337696.0	1558341600	1558341874.0	4200.0
arrivals	VA536	VOZ536	B738	Boeing 737-8FE	VH-VUV	Virgin Australia	VA	VOZ	OOL	YBCG	Gold Coast Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558335900	1558338035.0	1558341300	1558342016.0	3960.0
arrivals	QF2117	QLK117D	DH8D	Bombardier Dash 8 Q400	VH-LQJ	QantasLink	QF	QLK	CFS	YSCH	Coffs Harbour Airport	36000	SYD	YSSY	Sydney Kingsford Smith Airport	36000	1558336800	1558337310.0	1558341300	1558340830.0	3540.0
